# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1496422	1497486	-	BAE50184.1			Fructose/tagatose bisphosphate aldolase			amb1380	1065	354	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1497528	1499501	-							amb1381	1974		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1497528	1499501	-	BAE50185.1			Transketolase			amb1381	1974	657	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1499532	1500488	-							amb1382	957		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1499532	1500488	-	BAE50186.1			Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related protein			amb1382	957	318	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1500692	1502326	-							amb1383	1635		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1500692	1502326	-	BAE50187.1			Acetyl-CoA hydrolase			amb1383	1635	544	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1502521	1502790	-							amb1384	270		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1502521	1502790	-	BAE50188.1			Transcriptional regulator			amb1384	270	89	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1502815	1504566	-							amb1385	1752		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1502815	1504566	-	BAE50189.1			Superfamily II DNA and RNA helicase			amb1385	1752	583	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1504624	1505166	+							amb1386	543		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1504624	1505166	+	BAE50190.1			Amidase related to nicotinamidase			amb1386	543	180	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1505462	1505587	+							amb1387	126		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1505462	1505587	+	BAE50191.1			hypothetical protein			amb1387	126	41	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1505702	1506832	+							amb1388	1131		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1505702	1506832	+	BAE50192.1			Diaminopimelate decarboxylase			amb1388	1131	376	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1507024	1508661	+							amb1389	1638		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1507024	1508661	+	BAE50193.1			Flagellar hook protein FlgE			amb1389	1638	545	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1508699	1509943	-							amb1390	1245		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1508699	1509943	-	BAE50194.1			Aspartate aminotransferase			amb1390	1245	414	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1511291	1512838	+							amb1391	1548		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1511291	1512838	+	BAE50195.1			Putative Zn-dependent protease			amb1391	1548	515	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1512911	1513687	+							amb1392	777		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1512911	1513687	+	BAE50196.1			Protein-disulfide isomerase			amb1392	777	258	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1513752	1515953	-							amb1393	2202		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1513752	1515953	-	BAE50197.1			hypothetical protein			amb1393	2202	733	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1515975	1519490	-							amb1394	3516		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1515975	1519490	-	BAE50198.1			hypothetical protein			amb1394	3516	1171	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1520017	1521639	-							amb1395	1623		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1520017	1521639	-	BAE50199.1			Nitrite reductase precursor			amb1395	1623	540	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1521798	1522604	-							amb1396	807		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1521798	1522604	-	BAE50200.1			cAMP-binding protein - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinase			amb1396	807	268	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1522612	1523292	-							amb1397	681		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1522612	1523292	-	BAE50201.1			cAMP-binding protein - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinase			amb1397	681	226	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1523741	1525399	+							amb1398	1659		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1523741	1525399	+	BAE50202.1			Cytochrome c-552 precursor			amb1398	1659	552	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1525418	1525813	+							amb1399	396		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1525418	1525813	+	BAE50203.1			Plastocyanin precursor			amb1399	396	131	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1525810	1526610	+							amb1400	801		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1525810	1526610	+	BAE50204.1			Uroporphyrinogen-III methylase			amb1400	801	266	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1526586	1527017	+							amb1401	432		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1526586	1527017	+	BAE50205.1			Cytochrome c, mono- and diheme variants			amb1401	432	143	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1527014	1528288	+							amb1402	1275		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1527014	1528288	+	BAE50206.1			NirF protein			amb1402	1275	424	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1528288	1528866	+							amb1403	579		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1528288	1528866	+	BAE50207.1			Transcriptional regulator			amb1403	579	192	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1528857	1529363	+							amb1404	507		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1528857	1529363	+	BAE50208.1			Transcriptional regulator			amb1404	507	168	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1529368	1529811	+							amb1405	444		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1529368	1529811	+	BAE50209.1			Transcriptional regulator			amb1405	444	147	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1529808	1529921	+							amb1406	114		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1529808	1529921	+	BAE50210.1			hypothetical protein			amb1406	114	37	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1529918	1530400	+							amb1407	483		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1529918	1530400	+	BAE50211.1			Transcriptional regulator			amb1407	483	160	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1531549	1533186	+							amb1408	1638		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1531549	1533186	+	BAE50212.1			Nitrite reductase precursor			amb1408	1638	545	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1533158	1533850	-							amb1409	693		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1533158	1533850	-	BAE50213.1			hypothetical protein			amb1409	693	230	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1533964	1536231	+							amb1410	2268		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1533964	1536231	+	BAE50214.1			Signal transduction histidine kinase			amb1410	2268	755	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1536234	1537742	-							amb1411	1509		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1536234	1537742	-	BAE50215.1			Probable sensor kinase silS			amb1411	1509	502	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1537802	1538566	-							amb1412	765		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1537802	1538566	-	BAE50216.1			ABC-type amino acid transport/signal transduction systems			amb1412	765	254	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1538710	1539732	+							amb1413	1023		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1538710	1539732	+	BAE50217.1			Mg2+ and Co2+ transporters			amb1413	1023	340	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1539833	1541596	+							amb1414	1764		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1539833	1541596	+	BAE50218.1			Predicted signal transduction protein containing a membrane domain			amb1414	1764	587	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1541691	1542089	+							amb1415	399		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1541691	1542089	+	BAE50219.1			Hemerythrin-like protein PA1673			amb1415	399	132	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1542282	1542716	+							amb1416	435		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1542282	1542716	+	BAE50220.1			hypothetical protein			amb1416	435	144	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1542727	1544676	+							amb1417	1950		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1542727	1544676	+	BAE50221.1			Superfamily I DNA and RNA helicase			amb1417	1950	649	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1544916	1547816	+							amb1418	2901		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1544916	1547816	+	BAE50222.1			Predicted membrane protein			amb1418	2901	966	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1547948	1548349	-							amb1419	402		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1547948	1548349	-	BAE50223.1			Diadenosine tetraphosphate hydrolase and other HIT family hydrolase			amb1419	402	133	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1548425	1549591	+							amb1420	1167		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1548425	1549591	+	BAE50224.1			hypothetical protein			amb1420	1167	388	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1549606	1550037	-							amb1421	432		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1549606	1550037	-	BAE50225.1			hypothetical protein			amb1421	432	143	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1550078	1551577	+							amb1422	1500		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1550078	1551577	+	BAE50226.1			Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase			amb1422	1500	499	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1551706	1551924	+							amb1423	219		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1551706	1551924	+	BAE50227.1			hypothetical protein			amb1423	219	72	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1551955	1552095	-							amb1424	141		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1551955	1552095	-	BAE50228.1			hypothetical protein			amb1424	141	46	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1552186	1553253	-							amb1426	1068		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1552186	1553253	-	BAE50229.1			hypothetical protein			amb1426	1068	355	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1553252	1553455	+							amb1425	204		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1553252	1553455	+	BAE50230.1			hypothetical protein			amb1425	204	67	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1553488	1555242	+							amb1427	1755		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1553488	1555242	+	BAE50231.1			Di- and tricarboxylate transporters			amb1427	1755	584	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1555539	1556969	+							amb1428	1431		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1555539	1556969	+	BAE50232.1			Superfamily II DNA and RNA helicase			amb1428	1431	476	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1557026	1557457	-							amb1429	432		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1557026	1557457	-	BAE50233.1			ADP-ribose pyrophosphatase			amb1429	432	143	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1557602	1559095	+							amb1430	1494		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1557602	1559095	+	BAE50234.1			Sensor protein fixL			amb1430	1494	497	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1559294	1559596	+							amb1431	303		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1559294	1559596	+	BAE50235.1			CheY-like receiver			amb1431	303	100	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1559593	1561488	+							amb1432	1896		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1559593	1561488	+	BAE50236.1			Signal transduction histidine kinase			amb1432	1896	631	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1561521	1561685	+							amb1433	165		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1561521	1561685	+	BAE50237.1			hypothetical protein			amb1433	165	54	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1561916	1563496	+							amb1434	1581		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1561916	1563496	+	BAE50238.1			Signal transduction histidine kinase			amb1434	1581	526	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1563580	1564482	+							amb1435	903		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1563580	1564482	+	BAE50239.1			Surface lipoprotein			amb1435	903	300	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1564541	1565437	-							amb1436	897		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1564541	1565437	-	BAE50240.1			hypothetical protein			amb1436	897	298	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1565610	1566572	+							amb1437	963		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1565610	1566572	+	BAE50241.1			Nucleoside-diphosphate-sugar epimerase			amb1437	963	320	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1566569	1567732	+							amb1438	1164		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1566569	1567732	+	BAE50242.1			Glycosyltransferase			amb1438	1164	387	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1567706	1568473	-							amb1439	768		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1567706	1568473	-	BAE50243.1			Teichoic acid biosynthesis protein			amb1439	768	255	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1568470	1569639	-							amb1440	1170		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1568470	1569639	-	BAE50244.1			Glycosyltransferase			amb1440	1170	389	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1569627	1570373	-							amb1441	747		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1569627	1570373	-	BAE50245.1			Predicted xylanase/chitin deacetylase			amb1441	747	248	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1570366	1572357	-							amb1442	1992		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1570366	1572357	-	BAE50246.1			hypothetical protein			amb1442	1992	663	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1572354	1573418	-							amb1443	1065		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1572354	1573418	-	BAE50247.1			Lipid A core - O-antigen ligase and related enzyme			amb1443	1065	354	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1573832	1574869	+							amb1444	1038		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1573832	1574869	+	BAE50248.1			Glycosyltransferase			amb1444	1038	345	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1574866	1576320	+							amb1445	1455		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1574866	1576320	+	BAE50249.1			Membrane protein involved in the export of O-antigen and teichoic acid			amb1445	1455	484	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1576307	1577767	+							amb1446	1461		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	1576307	1577767	+	BAE50250.1			Sugar transferase involved in lipopolysaccharide synthesis			amb1446	1461	486	
