# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	324075	324497	-							Mmc1_0287	423		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	324075	324497	-	ABK42814.1			conserved hypothetical protein			Mmc1_0287	423	140	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	324717	327485	+							Mmc1_0288	2769		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	324717	327485	+	ABK42815.1			protein of unknown function DUF323			Mmc1_0288	2769	922	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	327824	329053	+							Mmc1_0289	1230		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	327824	329053	+	ABK42816.1			conserved hypothetical protein			Mmc1_0289	1230	409	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	329100	330926	+							Mmc1_0290	1827		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	329100	330926	+	ABK42817.1			conserved hypothetical protein			Mmc1_0290	1827	608	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	330926	332011	+							Mmc1_0291	1086		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	330926	332011	+	ABK42818.1			FAD dependent oxidoreductase			Mmc1_0291	1086	361	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	332469	333011	-							Mmc1_0292	543		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	332469	333011	-	ABK42819.1			hypothetical protein			Mmc1_0292	543	180	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	333465	335834	+							Mmc1_0293	2370		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	333465	335834	+	ABK42820.1			Tetratricopeptide TPR_2 repeat protein			Mmc1_0293	2370	789	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	335845	336171	-							Mmc1_0294	327		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	335845	336171	-	ABK42821.1			hypothetical protein			Mmc1_0294	327	108	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	336285	337940	-							Mmc1_0295	1656		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	336285	337940	-	ABK42822.1			chaperonin GroEL			Mmc1_0295	1656	551	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	338016	338309	-							Mmc1_0296	294		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	338016	338309	-	ABK42823.1			chaperonin Cpn10			Mmc1_0296	294	97	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	338740	339885	-							Mmc1_0297	1146		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	338740	339885	-	ABK42824.1			FAD-dependent pyridine nucleotide-disulfide oxidoreductase			Mmc1_0297	1146	381	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	340981	343680	-							Mmc1_0298	2700		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	340981	343680	-	ABK42825.1			periplasmic sensor hybrid histidine kinase			Mmc1_0298	2700	899	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	343683	344162	-							Mmc1_0299	480		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	343683	344162	-	ABK42826.1			hypothetical protein			Mmc1_0299	480	159	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	344509	345882	-							Mmc1_0300	1374		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	344509	345882	-	ABK42827.1			two component, sigma54 specific, transcriptional regulator, Fis family			Mmc1_0300	1374	457	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	345888	348623	-							Mmc1_0301	2736		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	345888	348623	-	ABK42828.1			Tetratricopeptide TPR_2 repeat protein			Mmc1_0301	2736	911	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	348623	349684	-							Mmc1_0302	1062		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	348623	349684	-	ABK42829.1			sigma54 specific transcriptional regulator, Fis family			Mmc1_0302	1062	353	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	350214	351236	+							Mmc1_0303	1023		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	350214	351236	+	ABK42830.1			[LSU ribosomal protein L3P]-glutamine N5-methyltransferase			Mmc1_0303	1023	340	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	351233	352627	+							Mmc1_0304	1395		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	351233	352627	+	ABK42831.1			diguanylate cyclase			Mmc1_0304	1395	464	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	352637	353521	+							Mmc1_0305	885		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	352637	353521	+	ABK42832.1			Squalene/phytoene synthase			Mmc1_0305	885	294	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	353518	354384	+							Mmc1_0306	867		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	353518	354384	+	ABK42833.1			Squalene/phytoene synthase			Mmc1_0306	867	288	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	354371	355717	+							Mmc1_0307	1347		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	354371	355717	+	ABK42834.1			amine oxidase			Mmc1_0307	1347	448	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	355731	356639	+							Mmc1_0308	909		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	355731	356639	+	ABK42835.1			DNA uptake lipoprotein-like protein			Mmc1_0308	909	302	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	356719	357849	+							Mmc1_0309	1131		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	356719	357849	+	ABK42836.1			efflux transporter, RND family, MFP subunit			Mmc1_0309	1131	376	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	357893	360877	-							Mmc1_0310	2985		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	357893	360877	-	ABK42837.1			methyl-accepting chemotaxis sensory transducer			Mmc1_0310	2985	994	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	360992	362356	-							Mmc1_0311	1365		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	360992	362356	-	ABK42838.1			periplasmic sensor signal transduction histidine kinase			Mmc1_0311	1365	454	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	362353	363018	-							Mmc1_0312	666		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	362353	363018	-	ABK42839.1			two component transcriptional regulator, winged helix family			Mmc1_0312	666	221	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	363021	363338	-							Mmc1_0313	318		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	363021	363338	-	ABK42840.1			membrane protein			Mmc1_0313	318	105	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	363331	363909	-							Mmc1_0314	579		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	363331	363909	-	ABK42841.1			hypothetical protein			Mmc1_0314	579	192	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	363925	364296	-							Mmc1_0315	372		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	363925	364296	-	ABK42842.1			hypothetical protein			Mmc1_0315	372	123	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	364293	364868	-							Mmc1_0316	576		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	364293	364868	-	ABK42843.1			cytochrome B561			Mmc1_0316	576	191	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	365328	371249	+							Mmc1_0317	5922		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	365328	371249	+	ABK42844.1			superfamily I DNA and RNA helicase and helicase subunit			Mmc1_0317	5922	1973	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	371461	371931	-							Mmc1_0318	471		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	371461	371931	-	ABK42845.1			transposase IS66			Mmc1_0318	471	156	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	372074	372415	+							Mmc1_0319	342		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	372074	372415	+	ABK42846.1			hypothetical protein			Mmc1_0319	342	113	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	372415	372774	+							Mmc1_0320	360		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	372415	372774	+	ABK42847.1			IS66 Orf2 family protein			Mmc1_0320	360	119	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	372810	374390	+							Mmc1_0321	1581		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	372810	374390	+	ABK42848.1			transposase IS66			Mmc1_0321	1581	526	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	374290	375474	-							Mmc1_0322	1185		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	374290	375474	-	ABK42849.1			transposase IS66			Mmc1_0322	1185	394	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	375510	375869	-							Mmc1_0323	360		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	375510	375869	-	ABK42850.1			IS66 Orf2 family protein			Mmc1_0323	360	119	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	375869	376210	-							Mmc1_0324	342		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	375869	376210	-	ABK42851.1			hypothetical protein			Mmc1_0324	342	113	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	376296	376529	+							Mmc1_0325	234		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	376826	378067	-							Mmc1_0326	1242		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	376826	378067	-	ABK42852.1			hypothetical protein			Mmc1_0326	1242	413	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	378341	378982	+							Mmc1_0327	642		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	378341	378982	+	ABK42853.1			3'-5' exonuclease			Mmc1_0327	642	213	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	378995	379738	+							Mmc1_0328	744		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	378995	379738	+	ABK42854.1			short-chain dehydrogenase/reductase SDR			Mmc1_0328	744	247	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	379735	380115	+							Mmc1_0329	381		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	379735	380115	+	ABK42855.1			dihydroneopterin aldolase			Mmc1_0329	381	126	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	380144	380692	+							Mmc1_0330	549		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	380144	380692	+	ABK42856.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase			Mmc1_0330	549	182	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	380721	383252	+							Mmc1_0331	2532		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	380721	383252	+	ABK42857.1			amino acid-binding domain sensor hybrid histidine kinase			Mmc1_0331	2532	843	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	383425	384834	-							Mmc1_0332	1410		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	383425	384834	-	ABK42858.1			phosphomannomutase			Mmc1_0332	1410	469	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	384839	386155	-							Mmc1_0333	1317		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	384839	386155	-	ABK42859.1			UDP-glucose 6-dehydrogenase			Mmc1_0333	1317	438	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	386473	387144	-							Mmc1_0334	672		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	386473	387144	-	ABK42860.1			Methyltransferase type 11			Mmc1_0334	672	223	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	387132	388013	-							Mmc1_0335	882		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	387132	388013	-	ABK42861.1			UDP-glucose pyrophosphorylase			Mmc1_0335	882	293	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	388146	388535	-							Mmc1_0336	390		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	388146	388535	-	ABK42862.1			conserved hypothetical protein-transmembrane region and signal peptide prediction			Mmc1_0336	390	129	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	389056	390300	+							Mmc1_0337	1245		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	389056	390300	+	ABK42863.1			tryptophan synthase, beta chain			Mmc1_0337	1245	414	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	390297	391076	+							Mmc1_0338	780		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	390297	391076	+	ABK42864.1			tryptophan synthase, alpha chain			Mmc1_0338	780	259	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	391210	392286	-							Mmc1_0339	1077		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	391210	392286	-	ABK42865.1			hypothetical protein			Mmc1_0339	1077	358	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	392443	393855	-							Mmc1_0340	1413		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	392443	393855	-	ABK42866.1			two component, sigma54 specific, transcriptional regulator, Fis family			Mmc1_0340	1413	470	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	394483	396081	+							Mmc1_0341	1599		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	394483	396081	+	ABK42867.1			phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase			Mmc1_0341	1599	532	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	396405	397034	+							Mmc1_0342	630		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	396405	397034	+	ABK42868.1			hypothetical protein			Mmc1_0342	630	209	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	397061	397525	-							Mmc1_0343	465		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	397061	397525	-	ABK42869.1			hypothetical protein			Mmc1_0343	465	154	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	397822	398307	+							Mmc1_0344	486		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	397822	398307	+	ABK42870.1			transcriptional regulator, XRE family			Mmc1_0344	486	161	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	398658	399041	+							Mmc1_0345	384		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	398658	399041	+	ABK42871.1			hypothetical protein			Mmc1_0345	384	127	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	399227	400585	-							Mmc1_0346	1359		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	399227	400585	-	ABK42872.1			pyridoxal-phosphate dependent TrpB-like enzyme			Mmc1_0346	1359	452	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	400801	401589	+							Mmc1_0347	789		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	400801	401589	+	ABK42873.1			dienelactone hydrolase			Mmc1_0347	789	262	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	401760	402374	-							Mmc1_0348	615		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	401760	402374	-	ABK42874.1			Lytic transglycosylase, catalytic			Mmc1_0348	615	204	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	402539	403135	-							Mmc1_0349	597		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	402539	403135	-	ABK42875.1			peptidyl-prolyl cis-trans isomerase, cyclophilin type			Mmc1_0349	597	198	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	403543	404445	+							Mmc1_0350	903		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	403543	404445	+	ABK42876.1			Ppx/GppA phosphatase			Mmc1_0350	903	300	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	404673	405140	-							Mmc1_0351	468		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	404673	405140	-	ABK42877.1			17 kDa surface antigen			Mmc1_0351	468	155	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	405437	406546	+							Mmc1_0352	1110		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	405437	406546	+	ABK42878.1			RelA/SpoT domain protein			Mmc1_0352	1110	369	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	406650	407189	+							Mmc1_0353	540		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	406650	407189	+	ABK42879.1			hypothetical protein			Mmc1_0353	540	179	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	407300	407629	-							Mmc1_0354	330		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	407300	407629	-	ABK42880.1			glutaredoxin-like protein			Mmc1_0354	330	109	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	407661	407903	-							Mmc1_0355	243		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	407661	407903	-	ABK42881.1			transcriptional regulator, BolA protein family			Mmc1_0355	243	80	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	408250	409083	-							Mmc1_0356	834		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	408250	409083	-	ABK42882.1			cytochrome c1			Mmc1_0356	834	277	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	409103	410308	-							Mmc1_0357	1206		
